epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,img_size
49,657.269,0.35413,0.41399,0.77808,0.9173,0.64471,0.71656,0.65817,0.31853,0.39256,0.78575,4.96e-05,4.96e-05,4.96e-05,640
